publication_place	country	Count
London in Engelland	NA	     1
[London], in the Savoy	NA	     1
[[London] In the Savoy	NA	     1
[London] In the Savoy	NA	    11
[London] :In the Savoy, printed by Tho. Newcomb	NA	     1
[London]In the year	NA	     1
London :;Ipswich	NA	     1
[Londoni [sic]	NA	     1
London ,i [sic]	NA	     1
Londoni [sic]	NA	     8
London : [J. Almon]	NA	     1
[London]January, 2	NA	     1
[London] L	NA	     1
London [Leiden?]	NA	     1
London [Leipzig?]	NA	     1
London:;[London]	NA	    16
[London] : Newly printed at London, [by Felix Kingston] and are to be sold by Fr. Coles, at the half-Bowle in the old Baily	NA	     1
London [Nuremberg	NA	     3
[London] On souscrit A Londres, chez M. Elmsley, libraire, dans le Strand	NA	     1
[London or Middelburgh?	NA	     1
[London or Oxford?]	NA	     1
London [Paris]	NA	     1
London prined	NA	     1
[London printed	NA	     1
[London?] printed	NA	     6
[London] printed	NA	     8
Lo[ndon printed	NA	     1
London printed	NA	   146
London, printed	NA	    12
London, printed.	NA	     1
London Printed	NA	     5
London, Printed	NA	     1
London printed, and are to be sold at the three Bibles in Paul's Church-yard, and at the Crown in Popes-Head-Alley	NA	     1
London : Printed, and are to be sold by J. Nutt ..	NA	     1
London printed ;;and Edinburgh reprinted	NA	     1
London printed, ;;and Edinburgh re-printed	NA	     1
London printed, ;;and re-printed at Glasgow	NA	     1
London printed ;;and re-printed in Edinburgh	NA	     1
London : printed and sold by all the booksellers in town and country	NA	     1
London :printed and sold by J. Roberts	NA	     1
[London] : Printed and sold by R. Coster	NA	     1
Lon[don pri]nted at	NA	     1
[London]Printed at York, by Stephen Buckley, 1644. And reprinted at London	NA	     1
London: Printed by and for W. O[nley]. and are to be sold by J. Walter, at the Hand and Pen in High-holbourn	NA	     1
London : printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd; printers to the Queens most Excellent Majesty	NA	     1
London :printed by Colin Macrae	NA	     1
London : Printed by G. Dawson for Giles Calvert	NA	     1
London: Printed by I. B[eale] for Nicholas Fussell, at the signe of the Ball in Pauls churchyard	NA	     1
London : Printed by J.G. for Nath. Brook, at the Angel in Cornhill	NA	     1
London : Printed by J. Rawlins for Obadiah Blagrave ..	NA	     1
London, printed by Nath. Ekins, and for the use and benefit of Tho. Gibbs, Gent	NA	     1
London : Printed by R.W. for Francis Tyton	NA	     1
London, printed by Tho. Maxey for Nath. Ekins, at the Gun neer the West-end of Pauls	NA	     1
London: Printed by T. Milbourn for the Company of Stationers	NA	     1
London :printed by T. Moore in White-Fryers	NA	     1
London : printed by T. Ratcliffe for George Thomason at the Rose and Crown in St Pauls Church-yard	NA	     1
London, printed &c.	NA	     1
London :Printed for and sold by Iohn Walsh musick printer and instrument maker to his Majesty at the Harp and Hoboy in Catherine Street in the Strand. Price 2s. 6d.	NA	     1
London : Printed for F. Cole, M. Wright, T. Vere, and W. Gilbertson	NA	     1
[London : printed for Iohn Field for Edward Husband, to the Parliament of England	NA	     1
London : Printed for Iohn Richman	NA	     1
London: printed for J. Johnson	NA	     1
[London] Printed for John Hose, over against Stapels-Inn, in Holburn, near Grays-Inn-Lane	NA	     1
[London] Printed for J. Wright, J Clarke W. Thackeray, & T. Passinger	NA	     1
London : Printed for R.G.	NA	     1
London: printed for Sam: Speed at the Rainbow in Fleetstreet, and Hen: Marsh at the Princes Arms in Chancery-lane	NA	     1
London : Printed for T. Davis	NA	     1
London : printed for the author. And sold by J. Hodges	NA	     1
London printed, for the Traveling Stationers	NA	     1
[London] : Printed for Tom Tell-troth at the sign of the Old Kings Head in Axe-yard in King street, Westminster	NA	     1
London : printed for W.A.	NA	     1
London, Printed Ianuary 11. 1640	NA	     1
London: printed: New-York	NA	     1
London printed: Philadelphia	NA	     1
[London] : Printed & sold by John Seller	NA	     1
[London published	NA	     1
London R	NA	     1
London reprinted	NA	     1
London [sic]	NA	     1
[London : s.n.	NA	    12
[London :s.n.	NA	     4
[London,;s.n.	NA	     1
[London? : s.n.	NA	     4
[London? :s.n.	NA	     3
[London?s.n.	NA	     1
London : [s.n.	NA	     1
London [s.n.]	NA	     1
London sould by T	NA	     1
London :ß	NA	     1
Londons [sic]	NA	     2
London [The Hague]	NA	     7
London und Amsterdam [i.e. Halle?]	NA	     1
London und Barby	NA	     7
London und Berlin	NA	     1
London und Berlin [i.e. Breslau	NA	     1
London und Berlin [i.e. Leipzig	NA	     2
London und Hannover	NA	     1
London und Leipzig	NA	     2
London und Paris [i.e. Breslau]	NA	     2
[London] White-Hall, St. Barnabas's Festival	NA	     1
London [York?]	NA	     2
[London] Yr ail argrapniad in Llundain, gan I.P. yn y Flwyddyn	NA	     1
Londoon [sic]	NA	     1
Londor [i.e. London]	NA	     1
Londo [sic]	NA	     1
[Lo[n]dou[n]	NA	     1
Londou [sic]	NA	     4
Londra	NA	   266
[Londra	NA	     3
[Londra]	NA	     1
Londra )(	NA	     1
Lóndra	NA	     1
Londra [i.e. Bologna]	NA	     1
Londra [i.e. Florence	NA	     1
Londra [i.e. Florence?]	NA	     5
Londra [i.e. Florence]	NA	     2
Londra [i.e. Italy?]	NA	     1
Londra [i.e. Leghorn?]	NA	    24
Londra [i.e. Leghorn]	NA	    21
Londra [i.e. Livorno?]	NA	     1
Londra [i.e. London]	NA	     1
Londra [i.e. Lucca	NA	     1
Londra [i.e. Lugano?]	NA	     1
Londra [i.e. Lugano]	NA	     1
Londra [i.e. Milan]	NA	     1
Londra [i.e. Naples?]	NA	     2
Londra [i.e. Nice?]	NA	     1
Londra [i.e. Nice]	NA	     1
Londra [i.e. Padua]	NA	     1
Londra [i.e. Paris?	NA	     1
Londra [i.e. Paris?]	NA	     6
Londra [i.e. Paris]	NA	     5
Londra [i.e. Parma	NA	     1
Londra [i.e. Parma]	NA	     1
Londra [i.e. Rome]	NA	     1
Londra [ie. Torino?]	NA	     1
Londra [i.e. Venice?]	NA	    11
Londra [i.e. Venice]	NA	     2
Londra[i.e. Venice]	NA	     2
Londra [i.e. Verona]	NA	     2
Londra [Leghorn?]	NA	     1
Londra [London, England]	NA	     2
Londra [Lucca and Pisa]	NA	     2
Londra [Paris]	NA	     2
Londra [Venice]	NA	     1
Londre	NA	    22
Londre [i.e. Amsterdam?]	NA	     2
Londre [i.e. Leipzig?]	NA	     1
Londre [i.e. Paris?]	NA	     1
Londre [i.e. Paris]	NA	     2
Londre [i.e. The Hague?]	NA	     1
Londres	NA	  2011
? Londres	NA	     8
[Londres	NA	    22
[[Londres]	NA	     1
[Londres?	NA	     5
[Londres]	NA	    11
Londres [?]	NA	     1
Londres & à Geneve	NA	     1
Londres [Amsterdam?]	NA	     3
Londres [Amsterdam]	NA	     1
Londres [Basel?]	NA	     1
Londres [Brussels?]	NA	     1
Londres [Dresden]	NA	     1
Londres, et a Paris	NA	     1
Londres et se trouve à Bruxelles	NA	     1
Londres et se trouve à Paris	NA	     2
Londres, et se trouve à Paris	NA	     6
Londres [Frankfurt?]	NA	     1
Londres [Hamburg?]	NA	     3
Londre [sic] [i.e. Paris?]	NA	     1
Londres [i.e. Abbeville?]	NA	     3
Londres [i.e. Abbeville]	NA	     1
Londres [i.e Amsterdam?]	NA	     1
Londres [i.e. Amsterdam	NA	    15
Londres [i.e. Amsterdam?]	NA	   156
Londres [i.e. Amsterdam]	NA	    49
Londres[i.e. Amsterdam?]	NA	     1
Londres [i.e Amsterdam?in id ]	NA	     1
Londres [i.e. Antwerp?]	NA	     1
Londres[i.e.Antwerp?]	NA	     1
Londres [i.e. Avignon]	NA	     1
Londres [i.e. Avranches	NA	     1
Londres [i.e Basel?]	NA	     1
Londres [i.e. Basel	NA	     1
Londres [i.e. Basel?	NA	     1
Londres [i.e. Basel?]	NA	     2
Londres [i.e. Basel]	NA	     5
Londres [i.e. Basle?]	NA	     2
Londres [i.e. Beloeil]	NA	     1
Londres [i.e. Berlin?]	NA	     4
Londres [i.e. Berlin]	NA	     6
Londres [i.e. Berlin and Leipzig	NA	     1
Londres [i.e. Bern?]	NA	     1
Londres [i.e. Berne?]	NA	     1
Londres [i.e. Berne]	NA	     2
Londres [i.e. Besanc̜on]	NA	     2
Londres [i.e. Bordeaux]	NA	     1
Londres [i.e. Bouillon]	NA	     2
Londres [i.e. Brussels	NA	     2
Londres [i.e. Brussels?]	NA	    19
Londres [i.e. Brussels]	NA	     6
Londres [i.e. Carlsruhe?]	NA	     1
Londres [i.e. Constance?]	NA	     1
Londres [i.e.Dijon?]	NA	     1
Londres [i.e. Dresden?]	NA	     4
Londres [i.e. Dresden]	NA	     1
Londres [i.e. France?]	NA	     3
Londres [i.e. France]	NA	     1
Londres [i.e. Frankfurt	NA	     3
Londres [i.e. Frankfurt?]	NA	     7
Londres [i.e. Frankfurt]	NA	     7
Londres [i.e. Geneva	NA	     1
Londres [i.e. Geneva?	NA	     1
Londres [i.e. Geneva?]	NA	    19
Londres [i.e. Geneva]	NA	    17
Londres [i.e.Geneva?]	NA	     2
Londres [i.e. Hamburg	NA	     2
Londres [i.e. Hamburg?]	NA	    12
Londres [i.e. Hamburg]	NA	     4
Londres[i.e. Hamburg?]	NA	     1
Londres [i.e. Hanau?]	NA	     1
Londres [i.e. Hanover]	NA	     1
Londres [i.e. Kassel]	NA	     1
Londres [i.e. Kehl?	NA	     1
Londres [i.e. La Haye]	NA	     1
Londres [i.e Lausanne]	NA	     1
Londres [i.e. Lausanne	NA	     7
Londres [i.e. Lausanne?]	NA	     6
Londres [i.e. Lausanne]	NA	     8
Londres [ie. Lausanne]	NA	     1
Londres[i.e. Lausanne, by Grasset?]	NA	     1
Londres [i.e. Leipzig?]	NA	     3
Londres [i.e. Leipzig]	NA	     4
Londres [i.e. Leipzig] et Amsterdam	NA	     1
Londres [i.e. Liege]	NA	     2
Londres [i.e. Liége?]	NA	     1
Londres [i.e. Liège?]	NA	    17
Londres [i.e. Liège]	NA	     7
Londres [i.e. Lille?]	NA	     1
Londres [i.e. London]	NA	     1
Londres [i.e. Lyons?]	NA	     8
Londres [i.e. Lyons]	NA	     1
Londres [i.e. Mannheim]	NA	     1
Londres [i.e. Nancy	NA	     1
Londres [i.e. Nancy?]	NA	     1
Londres [i.e. Neuchatel]	NA	     1
Londres [i.e. Neuchâtel?]	NA	     3
Londres [i.e. Neuchâtel]	NA	     4
Londres [i.e. Offenbach?]	NA	     1
Londres [i.e. Orléans?]	NA	     2
? Londres [i.e. Paris]	NA	     2
[Londres [i.e. Paris]	NA	     1
[Londres i.e. Paris?	NA	     1
[Londres i.e. Paris?]	NA	     1
[Londres, i.e. Paris?	NA	     1
[Londres, i.e. Paris]	NA	     1
[Londres? i.e. Paris?]	NA	     1
Londres [i.e Paris?]	NA	     9
Londres [i.e Paris]	NA	     2
Londres [i.e. Paris	NA	    39
Londres [i.e. Paris ?]	NA	     1
Londres [i.e. Paris?	NA	     9
Londres [i.e. Paris?]	NA	  1057
Londres [i.e. Paris]	NA	   243
Londres [i.e.Paris?]	NA	    15
Londres [i.e.Paris]	NA	     3
Londres[i.e. Paris?]	NA	     9
Londres[i.e. Paris]	NA	     4
Londres[i.e.Paris?]	NA	     3
Londres [i.e. Paris?] Mars	NA	     1
Londres [i.e. Paris or Brussels?]	NA	     1
Londres [i.e. Paris or Brussels]	NA	     1
Londres [i.e. Rennes?]	NA	     1
Londres [i.e. Rheims?	NA	     2
Londres [i.e. Rheims?]	NA	     1
Londres [i.e. Rhemes]	NA	     1
Londres [i.e. Rotterdam?]	NA	     6
Londres [i.e. Rouen?]	NA	     8
Londres [i.e. Rouen]	NA	     5
Londres [i.e. Saint-Omer?]	NA	     1
Londres [i.e. Strasbourg?]	NA	     4
Londres [i.e. Strasbourg]	NA	     1
Londres [i.e The Hague]	NA	     1
Londres [i.e. The Hague?]	NA	    20
Londres [i.e. The Hague]	NA	    21
Londres [i.e. the Netherlands?]	NA	     2
Londres [i.e. Toulouse?]	NA	     2
Londres [i.e. Trevoux]	NA	     1
Londres [i.e. Trévoux]	NA	     2
Londres [i.e. Versailles?]	NA	     1
Londres [i.e. Warsaw?]	NA	     1
Londres [i.e. Winterthur	NA	     2
Londres [i.e Yverdon	NA	     1
Londres [i.e. Yverdon	NA	     3
Londres [i.e. Zürich?]	NA	     1
Londres [London, England]	NA	     1
Londres [Paris?]	NA	    38
Londres [Paris]	NA	     2
Londres, Philadelphie [i.e. Paris?]	NA	     3
Londres, Philadelphie [i.e. Paris]	NA	     1
Londres, & se trouve a Paris	NA	     1
Londres [The Hague?]	NA	     1
Londres [Toulouse?]	NA	     1
Londrish	NA	     1
Loneon [i.e. London]	NA	     1
Long-Fart [i.e. London]	NA	     1
Long-fart: (Longford in Ireland) [i.e. London]	NA	     1
[Longton?]	NA	     1
Lonkon [sic]	NA	     2
Lonlon [i.e. London]	NA	     1
Lonlon [sic]	NA	     1
Lonlon [sic, i.e. London]	NA	     1
Lonndini [sic]	NA	     1
Lonndon [sic]	NA	     1
Lonndo [sic]	NA	     1
Lonnon [i.e. London]	NA	     1
Lonnon [sic]	NA	     2
[Lonodn?	NA	     1
[Lonodn]	NA	     1
Lonodn [i.e. London]	NA	     1
[Lonodn [sic]	NA	     1
Lonodn [sic]	NA	     3
Lonodn[sic]	NA	     1
Lonond	NA	     1
Lon on [i.e. London]	NA	     1
Lonon [i.e. London]	NA	     3
Lonon [sic]	NA	    16
Lonon [sic, i.e. London]	NA	     1
Lonoon [sic]	NA	     1
Lonpuo [sic, i.e. London]	NA	     1
Lonton	NA	     1
Loondon [sic]	NA	     1
Lordon	NA	     1
[Lorient (France)	NA	     6
[Lothbery	NA	     1
Louain	NA	     1
Louanii	NA	    12
Loudon [sic]	NA	     7
Loughborough	England	     4
[Loughborough	NA	     3
[Loughborough?	NA	     1
[Loughborough]	NA	     2
Louisville [Ga.]	NA	     2
Loundon [i.e. London]	NA	     1
Louth	England	    11
[Louth	NA	     1
[Louth]	NA	     1
Louvain	Belgium	     1
[Louvain	NA	     7
[Louvain?	NA	     3
[Louvain?]	NA	     2
[Louvain]	NA	     7
Lovain	NA	     2
[Lovain]	NA	     1
Lovain [i.e. London?]	NA	     1
Lovain printed	NA	     1
Lovanii	NA	     5
Lovanij	NA	     1
Lovanni	NA	     1
[Low Countries?	NA	     1
Lucca	Italy	     1
[Lucca	NA	     1
Lucern [i.e. Oxford]	NA	     1
[Ludd]	NA	     1
Ludlow	England	    41
[Ludlow	NA	     1
[Ludlow?	NA	     2
[Ludlow]	NA	    37
[Lugano]	NA	     1
Lugd Batavorum [i.e. London?	NA	     1
Lugduni	NA	     1
Lugduni Batauorum	NA	     2
Lugduni Batauorum [Leiden; i.e. London]	NA	     2
[Lugduni Batavorum]	NA	     1
Lugduni Batavorum	NA	    10
Lugduni-Batavorum	NA	     1
Lugduni Batavorum [i.e. Cambridge]	NA	     1
Lugduni Batavorum [i.e. London?]	NA	     1
Lugduni Batavorum [Leiden]	NA	     2
Lugduni [i.e. London	NA	     1
Lugduni [i.e. London]	NA	     5
Lund	Sweden	     2
[Lund]	NA	     1
Lundain	NA	     1
Lunden	NA	     3
Lundini	NA	     1
Lunenburg. [i.e., Halifax, N.S.?]	NA	     1
Lunnduin	NA	     2
[Lustleigh]	NA	     1
[Lustleigh, Devon]	NA	     2
Lustleigh, Devon	NA	     1
Lutetiæ	NA	     1
Lutetiae Britannorum	NA	     1
Lutetiæ Britannorum [i.e. St. Omer]	NA	     1
Lutetiæ [i.e. London]	NA	     1
Lutetiæ Parisiorum [i.e. London]	NA	     3
Lutetiæ Parisiorum [Paris] :;Londini : Prostant apud Abelem Swalle ... & Sam. Smith ...	NA	     1
Lvgdvni	NA	     1
Lvgdvni Batavorvm	NA	     2
Lymington	England	     6
[Lymington?	NA	     1
[Lymington]	NA	     1
Lynchburg [Va.]	NA	     1
Lynchester [i.e. Winchester?]	NA	     1
Lynn	NA	    61
[Lynn	NA	     4
[Lynn?	NA	     1
[Lynn?]	NA	     1
[Lynn]	NA	     6
Lynn [King's Lynn, England]	NA	     2
[Lynn Regis	NA	     1
Lynn Regis	NA	     2
Lyon	France	     6
[[Lyon]	NA	     1
[Lyons	NA	     1
[Lyons]	NA	     1
Macclesfield	England	    35
[Macclesfield	NA	     1
[Macclesfield?	NA	     2
[Macclesfield]	NA	     2
Machynlleth	England	     8
[Machynlleth	NA	     1
Mackline	NA	     1
[Mackline]	NA	     1
Madderty [i.e. Perth?]	NA	     1
[Made at London	NA	     1
Made at London	NA	     6
Madeley	England	    13
Madras	India	    49
[Madras	NA	    18
[Madras?	NA	     5
[Madras]	NA	    15
Madras [i.e. London]	NA	     1
Madras [i.e. Paris?]	NA	     1
[Madras, India]	NA	     1
Madras [India]	NA	     1
Madrid	Spain	     4
Magclesfield	NA	     1
[Maidenhead, England]	NA	     1
Maidston	NA	     1
Maidstone	England	    94
[Maidstone	NA	   126
[Maidsto]ne	NA	     1
[Maidstone?	NA	    54
[Maidstone?]	NA	     1
[Maidstone]	NA	    31
Ma[id]stone	NA	     1
[Maine	NA	     1
Maine: Portland	NA	     1
[Mainz	NA	     1
Mainz und Frankfurt	NA	     1
[Malda in Bengal	NA	     1
[Malmö	NA	     1
Malta	NA	     5
[Malta?	NA	     1
[Malta]	NA	     1
Malton	England	     5
[Malton?	NA	     1
[Malton]	NA	     1
Mancheester [i.e. Manchester, England]	NA	     1
Manchester	England	   687
[Manchester	NA	   214
[[Manchester]	NA	     1
[Manchester?	NA	   116
[Manchester?]	NA	    15
[Manchester]	NA	   155
M[a]nchester	NA	     1
Manchester.	NA	     1
[Manchester, England]	NA	     1
Manchester [England]	NA	     6
Manchester, [England]	NA	     1
Manchester [i.e. Paris]	NA	     1
[Manchester, Vt.]	NA	     1
Mancunii	NA	     2
[Mancunii	NA	     1
Mannheim	Germany	     1
[Mansfield	NA	     2
[Mansfield]	NA	     2
Marblehead [i.e., Salem, Mass.?]	NA	     1
marborch [i.e. Antwerp	NA	     1
[Marburg	NA	     1
March 11. 1643. London	NA	     1
March 23. London	NA	     1
March 6. 1643. London	NA	     1
Margate	England	    19
[Margate	NA	    21
[Margate?	NA	     1
[Margate?]	NA	     1
[Margate]	NA	    30
[Market Harborough	NA	     1
[Market Harborough?	NA	     1
[Market Harborough]	NA	     3
[Market-Harborough	NA	     1
Market-Harborough	NA	    14
Market-Place, Warminster	NA	     1
[Market Rasen?	NA	     1
Marlborough	England	    17
[Marlborough?	NA	     4
[Marlborough]	NA	     1
[Marlborow in the lande of Hesse [i.e. Antwerp]	NA	     1
[Martinique	NA	     3
[Martinique?	NA	     1
Martinsburg [Va.]	NA	     1
Martinsburg, Va. [i.e. W.Va.]	NA	     1
[Maryland	NA	     4
[Maryland?	NA	     2
Maryland. Annapolis	NA	     1
Massachuset; Boston	NA	     3
Massachusetts	NA	     1
[Massachusetts	NA	     7
[Massachusetts?	NA	    30
[Massachusetts?]	NA	     2
[Massachusetts]	NA	     1
Massachusetts-Bay	NA	     1
Massachusetts-Bay: Boston	NA	     3
Massachusetts-Bay [Worcester]	NA	     1
Massachusetts-Bay: Worcester	NA	    11
Massachusetts-Bay: Worcester.	NA	     1
Massachusetts: Printed at Charlestown	NA	     1
Massachusetts-state. Boston	NA	     1
Massachusetts-State: Boston	NA	     4
Massachusetts. Worcester	NA	     1
May 17. London	NA	     1
Maybol [i.e. Edinburgh?]	NA	     1
[M.D.L. Imprinted at London	NA	     1
[Mechlin	NA	     2
[Mechlin]	NA	     2
Medford [Mass.]	NA	     6
Medford, (Massachusetts,)	NA	     1
Medford, (Massachusetts.)	NA	     1
Medford, (Massachusetts)	NA	     1
Medioburgi Zelandiæ	NA	     1
Melitæ	NA	     1
[Melitæ]	NA	     1
[Melton Mowbray]	NA	     1
Melton [Mowbray]	NA	     1
[Melvill?	NA	     1
Menley	NA	     1
Mentz	NA	     3
Mentz and Frankfort	NA	     6
[Mexico City	NA	     1
Midddelburgh[sic]	NA	     1
Middelburg	Netherlands	     4
[Middelburg	NA	    70
[Middelburg?	NA	     7
[Middelburg]	NA	     6
Middelburgh	NA	    19
[Middelburgh	NA	     2
[Middelburgh?	NA	     1
Middelburgi	NA	     1
[Middleborough] County of Plymouth [Mass.]	NA	     1
Middleborough, (County of Plymouth) [Mass.]	NA	     1
Middleborough: (County of Plymouth,) [Mass.]	NA	     1
Middleborough [Mass.]	NA	     1
Middleborrow	NA	     1
Middleburg	NA	     2
[Middleburg	NA	     1
Middleburgh	NA	     1
[Middleburgh	NA	     1
Middleburg [i.e. London]	NA	     3
Middleburgii	NA	     1
Middleburg [Netherlands]	NA	     1
Middletown	NA	     1
[Middletown, Conn.	NA	     2
[Middletown, Conn.?	NA	     2
[Middletown, Conn.]	NA	     2
Middletown [Conn.]	NA	    49
Middletown [Conn]	NA	     1
Middletown, Conn.	NA	     1
Middletown-Point [N.J.]	NA	     1
Middlewich	England	     4
[Middlewich?	NA	     2
Midelburge [i.e. London	NA	     1
Midleburgh	NA	     1
Milan	Italy	     1
[Milan	NA	     2
Milborneport	NA	     1
Milborne Port	England	     1
[Milford Haven?]	NA	     1
[Milton Abbas?	NA	     1
Milton-Ernis, near Bedford	NA	     1
[Milton near Thame	NA	     1
[Minorca	NA	     1
[Minorca?	NA	     1
[Minories]	NA	     1
[Mole Saint Nicholas	NA	     1
Monaco [i.e. London]	NA	     1
Monaghan	Ireland	    24
[Monaghan]	NA	     1
Monmouth	England	     6
[Monmouth]	NA	     8
Monmouth (N.J.)	NA	     1
[Montego Bay	NA	     4
Montego Bay	Jamaica	     2
Montego-Bay, Jamaica	NA	     2
Montego-Bay,---Jamaica	NA	     1
Monterosarum	NA	     1
Monti-regali [i.e., Montréal]	NA	     1
Montreal	Canada	    14
[Montreal	NA	    50
[Montreal?	NA	    24
[Montreal]	NA	     2
Montreal?	NA	     1
Montréal	NA	     1
[Montréal	NA	     6
[Montréal?	NA	     1
[Montréal]	NA	     2
Montreal [Quebec]	NA	     2
Montrose	Scotland	    34
[Montrose	NA	     1
[Montrose?	NA	     1
[Montrose]	NA	     2
[Morley, Derby?	NA	     1
[Morpeth	NA	     1
[Morpeth?	NA	     5
[Morristown N.J.	NA	     1
[Morristown, N.J.	NA	     2
[Morristown, N.J.]	NA	     1
Morris Town [N.J.]	NA	     1
Morris-Town [N.J.]	NA	     3
Morris-Town, N.J.	NA	     1
Mosco	NA	     1
(Mount-Holly [N.J.]	NA	     1
[Mount Holly, N.J.?	NA	     1
[Mount Holly, N.J.]	NA	     6
[Mount-Holly, N.J.]	NA	     2
Mount-Holly [N.J.]	NA	     3
Mount-Pleasant: County of West-Chester [N.Y.]	NA	     2
Mount-Pleasant: (County of West-Chester--State of New-York.)	NA	     1
Mount-Pleasant [i.e., Matawan, N.J.]	NA	     1
[Mount Pleasant [i.e., Ossining], N.Y.]	NA	     1
Mount Pleasant [i.e. Ossining, N.Y.]	NA	     1
[Mount Pleasant, N.J.	NA	     1
Mount-Pleasant [N.Y.]	NA	     3
Mount Sion [Tunbridge Wells]	NA	     1
[mprinted at London	NA	     2
mprinted [sic] at London	NA	     1
Mristo	NA	     1
Mristol	NA	     1
Mulbery Hill	NA	     1
Mulbery Hill [i.e. London?]	NA	     1
Mullingar	Ireland	    11
[Munster?	NA	     1
Münster	Germany	     1
Muscovia [i.e. London?]	NA	     1
Mushauwomuk [i.e. Boston]	NA	     1
[Musselburgh?	NA	     1
[Musselburgh?]	NA	     1
Mussiponti [i.e. London]	NA	     1
Mwythig	NA	    28
[Mwythig]	NA	     4
Mwythyg	NA	     1
[n	NA	     2
[Naas?	NA	     1
Na de copye, Gedruckt tot Edinburgh	NA	     1
Na de copy van Schotland	NA	     1
[Nantes	NA	     7
[Nantes?	NA	     3
Nantwich	England	    13
[Nantwich	NA	     2
[Nantwich]	NA	     3
Nantz	NA	     1
Naples	Italy	     3
Napoli	Italy	     1
Napoli [i.e. Edinburgh]	NA	     1
Nashville	NA	     1
Nashville, Tenn.	NA	     1
Nashville (Tennessee:)	NA	     1
[Nassau, Bahamas	NA	     6
[Nassau, Bahamas?	NA	     2
[Nassau, Bahamas]	NA	     1
Nassau [Bahamas]	NA	     3
Nassau, Bahamas	NA	     3
[Nassau, New Providence [Bahamas]	NA	     1
Nassau, New Providence [Bahamas]	NA	     1
Nassau, New-Providence [Bahamas]	NA	     5
Nassau: New Providence [Bahamas]	NA	     1
[Natchez, Miss.	NA	     5
[Natchez, Miss.?	NA	     1
[Natchez, Miss.]	NA	     2
Natchez [Miss.]	NA	     2
N. Bedford [Mass.]	NA	     1
N. Bedford (Massa.)	NA	     1
Neapoli	NA	     1
Neapoli sive Augustæ Trinobantûm [i.e. London]	NA	     1
Neo-Eboraci	NA	     1
Neomagi	NA	     1
Neostadii	NA	     1
[Nescastle	NA	     1
[Netherhall?	NA	     1
[Netherlands	NA	     3
[Netherlands?	NA	     9
[Netherlands?]	NA	     3
[Neuchâtel?]	NA	     2
Neulye imprynted at Caen	NA	     1
Neuschottland in Amerika	NA	     1
Neu-York	NA	     1
Newark	NA	    84
--Newark	NA	     1
[Newark	NA	    15
[Newark?	NA	     9
[Newark?]	NA	     1
[Newark]	NA	     8
[Newark, England]	NA	     1
Newark [England]	NA	     2
--Newark--New-Jersey	NA	     2
[Newark, New Jersey	NA	     1
Newark (New Jersey)	NA	     1
Newark, (New-Jersey)	NA	     3
Newark, New-Jersey	NA	     7
[Newark, N.J.	NA	    12
[Newark, N.J.?	NA	     2
[Newark, N.J.]	NA	     6
Newark (N.J.)	NA	     1
Newark [N.J.]	NA	    30
Newark, N.J.	NA	     6
Newark: (N.J.)	NA	     1
Newark-upon-Trent	NA	     1
New-Bbunswick [sic], New-Jersey	NA	     1
[Newbedford]	NA	     1
[New Bedford]	NA	     2
Newbedford [i.e. New Bedford] Mass.	NA	     1
--Newbedford [Mass.]	NA	     1
[Newbedford, Mass]	NA	     1
Newbedford [Mass.]	NA	     3
[New Bedford, Mass.	NA	     3
[New Bedford, Mass.?	NA	     2
[New Bedford, Mass.]	NA	     4
[New-Bedford, Mass.]	NA	     1
New-Bedford [Mass.]	NA	     6
New-Bedford, Mass.	NA	     1
Newbedford (Massa.)	NA	     3
Newbedford (Massachusetts)	NA	     1
Newbedford, (Massachusetts,)	NA	     1
Newbedford, (Massachusetts)	NA	     2
Newbern	NA	     4
[Newbern	NA	     1
[Newbern?	NA	     1
[Newbern [N.C.]	NA	     1
[Newbern N.C.	NA	     5
[Newbern, N.C.	NA	    60
[Newbern, N.C.?	NA	     5
[Newbern, N.C.?]	NA	     3
[Newbern, N.C.]	NA	     1
Newbern [N.C.]	NA	    48
Newbern [N.C]	NA	     1
Newbern, [N.C.]	NA	     4
Newbern, N.C.	NA	     1
[New Bern, N.C.	NA	     6
[New Bern, N.C.?	NA	     1
Newbern [North Carolina]	NA	     2
[New Brentford]	NA	     1
[New-Brentford]	NA	     2
New-Brentford	NA	     1
New-Briton, Bucks County, [Pa.]	NA	     1
[New Brunswick?	NA	     1
[New Brunswick?]	NA	     1
New-Brunswick	NA	     3
New-Brunswick (New-Jersey)	NA	     1
New-Brunswick, (New-Jersey:)	NA	     1
New-Brunswick, New-Jersey	NA	     1
[New Brunswick, N.J.	NA	     2
[New Brunswick, N.J.?	NA	     5
[New Brunswick, N.J.]	NA	     2
New Brunswick [N.J.]	NA	     6
New-Brunswick [N.J.]	NA	    45
New-Brunswick, N.J.	NA	     2
[Newburgh, N.Y.?	NA	     1
Newburgh [N.Y.]	NA	    10
Newburgh (Orange County) [N.Y.]	NA	     1
Newburgh (Ulster County )[N.Y.]	NA	     1
Newbury	England	     9
Newbury [i.e. Newburyport, Mass.]	NA	     1
Newbury [i.e., Newburyport, Mass]	NA	     1
Newbury [Mass.]	NA	     5
[Newburyport]	NA	     8
Newbury-Port	NA	     2
[Newburyport, Mass.	NA	    47
