publication_place	country	Count
[Impresse quide[m] Parisijs in officina industrij calcographi Nicolai Preuost. Impe[n]sis vero fidelissimi mercatoris Francisci Byrkman ciuis coloniensis. Et apud eunde[m] venunda[n]tur Londonii apud cimiteriu[m] sancti Pauli	NA	     1
Impresse Rothomagi	NA	     1
[Impressi Londini	NA	     1
[Impressi Londōn	NA	     1
Impressi lo[n]doniis	NA	     1
[Impressi Rothomagi	NA	     1
[Impressis Parisijs	NA	     1
[Impress. Lond.	NA	     1
[Impress. londini	NA	     1
[Impress. Londini	NA	    12
Impress: Londini	NA	     1
Impress. Londini	NA	     6
[Impressnm [sic] Londini	NA	     1
Impresso en Leon [i.e. London	NA	     1
Impresso en Londres	NA	     1
Impresso en Paris [i.e. Oxford]	NA	     1
[Impresso et finito Oxonie	NA	     1
[Impressum Antwerpie	NA	     1
[Imp[re]ssu[m] Antwerpie p[er] me Gerardu[m] Leeu	NA	     1
[Impressum apud preclarem Cantabrigiam	NA	     1
[Impressum apud westmonasterium	NA	     1
[Impressum Apud Westmonasterium prope London	NA	     1
[Impressu[m] Ebor[um]	NA	     1
Impressum Ediburgiapud	NA	     1
Impressum Edimburgi	NA	     1
Impressum Edinburgi	NA	     2
[Impressum est hoc opusculum Londoniis	NA	     1
[Impressum est hoc orariu[m] Parisijs	NA	     1
[Impressum est in hoc orarium Parisiis	NA	     1
[Impressu[m] est Londo⁻n	NA	     1
[Impressum est presens opusculum in celeberima vniuersitate Oxoniensi	NA	     1
[Impressum fuit .. apud villa[m] sancti Albani	NA	     1
[Impressum fuit op[us] hoc apud S[an]c[tu]m Albanu[m]	NA	     1
[Impressum in academia Oxonie	NA	     1
[Impressu[m] in alma ciuitate London[em]	NA	     1
[Impressum in celeberima vniuersitate Oxonien[si]	NA	     1
[Impressu[m] in ciuitate Londo⁻n	NA	     1
[Impressum in ciuitate London[em]	NA	     1
[Impressu[m] in ciuitate Londonia[rum]	NA	     1
[Impressu[m] in suburbio Londinensi uulgo dicti southvvarke	NA	     1
[Impressum in westmonasterio	NA	     1
Impressum Lond.	NA	     2
[Impressum Londini	NA	    32
[Impressum Lo[n]dini	NA	     2
[Impressum Lon[dini]	NA	     1
Impress[um] Lond[ini]	NA	     1
Impressum Londini	NA	    37
[Impressum Londinii	NA	     3
Impressum Londini[i.e. Oxford?	NA	     1
[Impressum Londinij	NA	     1
[Impressu[m] Londo⁻n	NA	     1
[Impressum Londo⁻n]	NA	     1
[Impressum London.	NA	     1
[Impressum London̄	NA	     4
[Impressum London[em]	NA	     1
[Impressum London[ensis]	NA	     1
[Impress[um] Lo[n]don[i]	NA	     1
[Impressu[m] Londoni	NA	     1
[Impressum Londoni	NA	     1
[Impressum Lo[n]doni	NA	     1
