pages.total	pages.original	count
762	[16], 742 p., [1] folded leaf of plates	1
286	[14], 272 p.	1
271	[8], 258, 5, [1] p., [1] leaf of plates	1
324	[28], 279, [17] p.	1
782	[68], 709, [1] p., [2] leaves of plates	1
237	[14], 85, 223 p.	1
664	[54], 380, [2], 205-600, [4] p., [2] leaves of plates	1
566	[6], 439, 450-558, [2] p.	1
526	[80], 444, [2] p.	1
44	[4], 28, 33-39, [1] p.	1
8	[2], 5,[1] p.	1
156	[12], 141, [3] p.	1
390	[8], 376, 72, 83-200, [2] p., [2] leaves of plates	1
204	[8], 190, [6] p.	1
123	[8], 65, [11], 65-100 p., 2[?] leaves of plates	1
696	[80], 589, [27] p.	1
72	[8], 48, 64 p.	1
192	[96], 92 p., [1] leaf of plates	1
262	[8], 64, 191, [63] p.	1
124	[8], 116 [i.e. 113], [3] p.	1
16	6, 11-16 p.	1
489	[16], 464, [4], 11, [5] p.	1
254	[6], 243, [1], 236 p., [1] leaf of plates	1
272	[30], 128, 131-237, [5] p.	1
194	[58], 134, [2] p.	1
466	[8], 414, [2], 447, [5] p., [2] leaves of plates	1
36	24 [i.e. 36] p.	1
46	[2], 27, [1]; [2], 12, [2] p.	1
104	[8], 24, 33-49, 48-62, 57-64, 73-96 p.	1
336	[10], 325, [1] p.	1
276	[8], 263, [1] p., [2] leaves of plates	1
241	[3], 230, [4], 8 p., [1] leaf of plates	1
196	181, [11] p., [1] folded leaf of plates	1
517	[4], cxxxvi, 355, [1], 116, [10], xci, [1] p., [5] leaves of plates	1
64	[2], 58 p., [1] leaf of plates	1
369	[12], 357, 54 p.	1
374	[16], 357, [1], 54 p.	1
13	[4], 9 p.	1
17	8, 16, 15, [1] p.	1
72	[32], 3-18, [24] p.	1
169	[52], 79, [1], 112 p., [1] leaf of plates	1
55	[6], 33, [5], 44 p.	1
442	[12], 380, [50] p.	1
18	[4], 13, [1] p.	1
12	[2], 5, [1], 6-8, [1] p.	1
220	[8], 125, 128-208, [4] p.	1
31	[2], 28, 23, [1] p.	1
164	[24], 140 p.	1
133	[2], 124, [2], 63, [1] p. [1] leaf of plates	1
512	[32], 478, [2] p.	1
82	[4], 28, 37-44, 37-78 p.	1
124	[12], 112 p.	1
15	[3], 3-4, 6-12 p.	1
50	[2], 44, [4] p.	1
142	iii-xxiv, 118, [2] p.	1
84	[4], xi, [1], 66, [2] p.	1
146	[6], 114, 117-140 p..	1
318	[2], 294, [22] p.	1
1402	[94], 96 p., 97-107, 107-133 leaves, 117-1307, [1] p.	1
8	[2], 4 [i.e. 6]p.	1
49	[8], 39, [1], 33-40 p.	1
52	[4], 41, [3] p., [1] leaf of plates	1
354	[22], 331, [1] p.	1
52	[2], 42, [8] p.	1
28	[2], 22, [4] p.	1
192	[4], 184 p., [1] leaf of plates	1
384	[44], 309, [1] p., [15] leaves of plates	1
30	[8], 15, 18-21, [1] p.	1
232	[6], xli, [1], 183, [1] p.	1
225	[22], 125, [9], 25, [69] p.	1
72	[2], 61, [9] p.	1
40	[2], 32, [6] p.	1
48	[8], 29 [i.e. 39], [1] p.	1
908	[40], 385, 384-454, 457-822, [46] p.	1
102	[6], 24, [24], 25-71, [1] p.	1
72	[2], 67, [3] p.	1
720	[40], 320, 353-679, [1] p.	1
372	[12], 355, [1] p., [1] leaf of plates	1
32	[2], 28 [i.e. 29], [1] p.	1
240	[6], 231, [3] p.	1
336	xxviii, 307, [1] p.	1
814	[12], 797, [1] p., [1] leaf of plates	1
230	[4], 226 p.	1
350	[32], 144, 115-305, [1] p., [6] plates	1
320	[12], 307, [1] p.	1
330	[18], 312 p.	1
176	[8], 167, [1] p.	1
138	[4], 116, [2], 116, [2] p., [7] leaves of plates	1
50	[2], 20, 17-36, 41-48, 47-48 p.	1
238	[8], 225, [1] p., [1] leaf of plates	1
244	[16], 216, [8] p., [1] leaf of plates	1
174	[16], 157, [1] p.	1
144	[4], 31, 28-138, [2] p.	1
288	[6], 25, [24], 50-64, 191, [63] p., [2] leaves of plates	1
21	[5], 4, 10-14, [2] p.	1
12	[1], 7 p., [1] leaf of plates	1
392	[8], 384 p.	1
222	[14], 208 p.	1
100	[8], 91, [1] p.	1
124	[16], 73, [1], 94, 76, 70, 82, 76, 74, 81, [13] p.	1
253	[6], 143, [9], 230, [2] p., [3] leaves of plates	1
398	[8], 389, [1] p.	1
248	[6], 242 p.	1
542	[12], 459, [21] p., [25] leaves of plates	1
196	[4], 176, [12] p., [1] leaf of plates	1
1178	[10], 298, 297-1122, [44], 94, 94-96, p. 95, [2] p.	1
236	[2], 36, [8], 91, [13], 16, 199, 201-204, [9] p.	1
8	[2], [1], 4-8 p.	1
34	[2], 30, 25-26, [2] p.	1
376	[16], 357, [3] p.	1
464	[16], 232, 231-414, 419-434, 439-441, [7] p.	1
328	[10], 308, [2] p., [4] leaves of plates	1
660	[16], 347, [21]; [12], 160, 181-355 [i.e. 255], [9] p.	1
32	[4], 24, [4] p.	1
32	[12], 19, [1] p.	1
244	[30], 214 p.	1
680	[20], 190, [2], 191-416, [2], 417-651, [1] p., [2] leaves of plates	1
140	[16], 122, [2] p.	1
572	[4], 148, 201-384, 387-398, 401-567, [1] p.	1
512	[24], 488 p.	1
76	[20], 56 p.	1
274	[16], 258 p.	1
164	[2], 162 p.	1
190	[16], 112, 97-112, 129-174 p.	1
302	[16], 167, [1], 167-278, 221, [3] p., [1] leaf of plates	1
160	[8], 150, [2] p.	1
470	2 v. ([26], 400, [24], 192, [2], 167, [1], 203, [13], 144, [4], 152 p.)	1
176	[14], 161, [1] p.	1
195	[12], 115, [1], 151, [1], 124, [12] p., [9] leaves of plates (3 folded)	1
258	[26], 232 p.	1
68	24, 21-24, p. 35, 38-52; 8; 8 p.	1
32	[2], 92 [i.e. 29], [1] p.	1
268	[12], 248, [4] p., [1] folded leaf of plates	1
494	[12], 482 p.	1
272	260, [12] p.	1
18	16, [2] p.	1
227	[24], 133, [70] p.	1
152	[28], 124 p.	1
17	[3], 4-8, p. 7, 10-11, 10-13, [1] p.	1
1491	[10], 407, [3], 409-1478 p.	1
100	[16], 88 [i.e. 84] p.	1
172	[14], 154 p., [1] folded leaf of plates	1
120	[2], 118 p.	1
5	5, 3 p.	1
53	[2], 29, [22] p.	1
58	[10], 47, [1] p.	1
26	[2], 5-28 p.	1
254	[14], 233, [5] p., plate	1
120	[14], 106, 105-106 p.	1
224	[10], 119, 118-211, [3] p.	1
462	[8], 392, [10], 395-437, [3] p., [1] folded leaf of plates	1
196	[4], 182, [6] p., [1] leaf of plates	1
192	[4], 176, [12] p.	1
10	[2], 4, 7-8 p.	1
764	[42], 700, [22] p.	1
244	[4], 234, [2] p., [1] leaf of plates	1
252	[4], 232, [4] p., [6] leaves of plates	1
68	[8], 56 p., [1] leaf of plates	1
424	[12], 160, 129-412 p.	1
568	[28], 538, [2] p.	1
438	[8], 424 p., [235] p. of plates, [3] folded leaves of plates	1
12	[2], 6 [i.e. 9], [1] p.	1
156	[4], 151, [1] p.	1
100	[4], 88, [8] p.	1
280	[6], 262, [10], 263, [1] p.	1
28	[4], 6, 15 [i.e. 23], [1] p.	1
1010	2 v. ([56], 423, [1]; 128, 113-527, [3] p.)	1
174	[10], 161 [i.e. 162], [2] p.	1
200	[2], viii, 180, [6], 172, [4] p.	1
204	[4], 161, [1], 162-170, [29] p.	1
44	[8], 34, [2] p.	1
127	[12], 49, 42-47, [1], 80, 84, [12] p., [9] leaves of plates (3 folded)	1
408	[8], 386, [14] p.	1
196	[58], 134, [4] p.	1
340	[52], 284 p., [1] folded leaf of plates	1
202	[26], 162, 175, [1] p.	1
8	[2] sheets ([4] p.)	1
16	[2], 5 [i.e. 12], [2] p.	1
722	[26], 11-661, [41] p., [1] leaf of plates	1
110	[10], 98, [2] p.	1
22	[14], 5 [i.e. 6], [2] p.	1
2	[2], 6 p.4⁰.	1
77	[2], 62, 72-74, [1] p.	1
42	[4], 38 p.	1
129	95, [1], 89-122, [6] p.	1
154	[6], 142, [2] p., [1] leaf of plates	1
8	[2], 4 [2] p.	1
292	[6], 270, [16] p.	1
264	[8], 255, [1] p.	1
248	[16], 204, [28] p.	1
52	[12], 16, [24] p.	1
44	[14], 29, [1] p.	1
244	225 [i.e. 244] p.	1
448	[2], lxxiii, [9], 364 p.	1
250	[26], 216, [8] p.	1
270	[14], 80, 65-255, [1] p.	1
14	[2], 1-3, 6-12 p.	1
264	[8], 251, [5] p.	1
60	[4], 65 [i.e. 56] p.	1
372	[8], 339, [9], 160, [8], 84, [4] p., [1] leaf of plates	1
594	[40], 177, 188-189, [5], 199-262, 265-267, [5], 267-314, 317-431, [6], 434-529, [7] p., plate	1
855	[4], 96; [2], 78, 77-355, [1]; [10], 374, 9-119, [9] p., [2] plates (1 folded)	1
427	[32], 319, [1], 384 p., [5] leaves of plates	1
408	[16], 331, 330-369, 380-392 p.	1
224	[44], 178, [2] p.	1
418	[20], 377, [1], 324, 329-368, [4] p., [8] leaves of plates	1
68	[2], 61, [1] p., [2] tables (1 folded)	1
763	[4], 415, [1], 758 p.	1
410	[12], 107, [3], 109-147, [3], 153-195, [9], 177-278, [10], 285-325, [11], 329-356 p., [3] folded leaves of plates	1
691	[60], 255, [1], 217-360, 401-623, [3] p., [1] leaf of plates	1
454	[26], 179, 160-232, 156, 153-227, 232-308, 184, 181-204, 207-208, 205-226, 273-292, 297-426, [2] p.	1
178	[10], clxiv p., [1] leaf of plate	1
414	[18], 96, 95-174, 177-272, 269-376, [12] p., [4] leaves of plates (1 folded)	1
112	[4], 107, [1], 56 p.	1
156	96, 93-156 p.	1
9	8, 7, [1] p.	1
66	[6], 58, [2] p.	1
1088	[12], xliv, lxvii [i.e. xlvii]- lxviii, [8], 675, [1]; 254, [68] p., plate	1
1036	[12], 152, 177-264, 269-479, [1], 545-850, 775-960, [50], 201, 206-448, 473-727, [13]	1
74	[8], 62, [2] p., plate	1
90	[2], 6, 9-88 p.	1
188	[8], 172, [8] p.	1
16	[2], 29-41, [1] p.	1
120	[2], 113, [5] p.	1
18	[9] sheets	1
90	[4], 32, 31-85, [1] p.	1
48	[8], 35, [1] p., [2] leaves of plates	1
142	[2], 137, [3] p.	1
230	[12], 138, [12], 201, [1] p., [1] leaf of plates	1
84	[8], 74, [2] p.	1
238	[6], 109, [1]; [10], 111, [1] p.	1
70	[6], 64 p.	1
250	[8], 224, [18], 158 p.	1
308	[16], 272, [16] p., [1] leaf of plates	1
380	[34], 327, [1], 138, [14] p., [1] leaf of plates	1
210	[102], 104, [4], 76 p.	1
76	[4], 64 [i.e. 68] p., [1] leaf of plates	1
28	[2], 14, 17-26 p.	1
555	[16], 528, [2], 432, 427-501, [5] p., [1] leaf of plates	1
32	[6], 9-33, [1] p.	1
392	[48], 334, [10] p.	1
132	[18], 109, [1] p., [1] leaf of plates	1
26	[2], 6, 15 [i.e. 23], [1] p.	1
676	[14], 662 p.	1
214	32, [4], 95, 94-210, 111-130 p.	1
340	[6], 319, [15] p.	1
226	[18], 203, [1] p., [1] leaf of plates	1
66	[4], 13, 16-43, 42-43, 46-61, [1] p.	1
174	[14], 156 p., [2] folded leaves of plates	1
126	[4], 99, [1], 100-114, [1], 115-119, [1] p.	1
602	[10], 582, [6] p., [1] folded leaf of plates	1
18	[2], 7, 10-16 p.	1
368	89-434, [22] p.	1
60	[4], 46, [2], 47-54 p.	1
262	[14], 96, 129-248 p.	1
10	[4], 8 [i.e. 6] p.	1
18	[2], 177-192 p. ; 2⁰.	1
184	[16], 167, [1] p.	1
5	[2], 3, 3 p.	1
333	[8], 17, p. 14, [56], 14, 17-72, 244, 126, 119-120, 129-240, 40, 56, 59-110, 72, [4], 118, 37, [17] p., [1] leaf of plates	1
26	[2], 22 [i.e. 24] p.	1
596	[18], 204 p., 205-216 leaves, p. 216, [1], 217-388, 401-563, [1], 52, 57-95, [13] p.	1
23	[3], 2, 4-6, 9-16, [4] p.	1
60	[12], 38 [i.e. 46], [2] p.	1
44	[2], 24, 23-38 p., [1] leaf of plates	1
1038	[8], 189, 198-468, 481-662, 665-733, 736-968, [62] p.	1
334	[4], 150, [2], 177-362 [i.e. 326], [2] p.	1
17	[4], 3, p.8, 7-11, [1], p.13, [1] p.	1
353	[4], 168, 177-208, 109-124, 225-319, [1], 317-347, [1] p.	1
8	[2], 6 [i.e 5], [1] p.	1
438	[28], 184, 177-184, 193-336, 341-372, 365-396, 387-408, [2] p.	1
238	[14], 112, 129-140, [8], 149-175, p. 168, 161-213, [3] p.	1
464	[8], 434, [22] p.	1
304	[4], 288, [10] p., 1 leaf of plates	1
288	[16], 272 p.	1
675	[24], 368, 361-444, 553-650, 205, [1] p.	1
466	[12], 199, 400-445, [9] p.	1
176	[8], 168 p.	1
466	[8], 171, [9], 200, 153-427, [9], 235, [9], 114, [2], 115-116, [2], 117-238 p.	1
60	[4], 32, 21-24, 37-56 p., [20] leaves of plates (18 folded)	1
39	[1], 2, 4-6, p. 6, p. 8, 7-38 p.	1
569	[108], 458, [2], 139, [1] p.	1
224	[10], 166, 151-207, 210-214 p.	1
92	[4], 22, 21-87 [1] p.	1
32	[2], 7-14, 9-30 p.	1
372	[24], 171, 176-335, [5] p., [4] folded leaves of plates	1
74	[6], 68 p.	1
987	[6], 136, 185-294, 361-439, [1], 449-488, 553-650, [4], 737-959, [13]] p., [1] leaf of plates	1
521	[8], 24, 29-48 p., 49-50 l., 55-67, [1], 73-86, 91-98, 103-116, 121-134, 139-152, 157-166, 171-178, 183-202, 207-222, 227-236, 241-262, 267-288, 293-308, 313-350, 355-374, 379-392 p., 393-395 l., p. 397, [1], 397-404, 409-439, [1], p. 434, [1], 38, 43-60, 65-72, 77-92, 97-118, 123-202, [18] p. [26] leaves of plates plates	1
234	[12], 218 p., [1] leaf of plates	1
132	[8], 124 p.	1
234	[12], 216 p., [3] leaves of plates	1
112	110, [2] p.	1
60	[10], 48 p., plate	1
306	[10], 138, 145-295, [1] p.	1
104	[14], 90 p.	1
96	[4], 90, [2] p.	1
110	[16], 93, [1] p.	1
346	[6], 303, [33], p., [1] folded leaf of plates	1
208	[16], 192 p.	1
6	5, 4-6 p.	1
808	xvi, 398, [12], 417-624, 621-774, [2] p., [1] leaf of plates	1
519	[12], xii, [20], 467, [1], 271, [1] p., [3] leaves of plates	1
34	31, [1] p., plate	1
288	[24], 260, [4] p.	1
280	[48], 196, [2], 142, 10, [2] p., [16] leaves of plates (1 double)	1
64	[4], 57, [3] p.	1
210	[18], 109, [1]; [16], 64 p., 1 leaf of plates	1
8	[2], 4 (i.e. 6) p.	1
51	[2], 44, [1], 44-46, [2] p.	1
62	[6], 56 p.	1
174	[24], 150 p.	1
8	[2], 5, [1], p.	1
22	[2], 14, 13-18, [2] p.	1
380	[24], 152, 159-190, 185-328 p., [14] folded leaves of plates	1
190	[20], 167, [3], 38 p.	1
4	3, [1] p. ;c2⁰.	1
265	[10], 250, [2], 41, [3] p.	1
262	[4], 212, 215-238, 237-244, [14] p.	1
160	[4], 156 p.	1
30	[8], 21, [1] p.	1
96	[2], 92, [2] p.	1
90	[2], 58, 57-88 p.	1
276	[34], 7-245, [3] p.	1
144	[4], 138, [2] p.	1
278	[16], 262 p.	1
152	[8], 131, [13] p.	1
27	[2], 13, [1], 17-24 p.	1
1566	[8], 711, [1]; 136, 139-846 p.	1
64	[16], 48 p.	1
332	2 v., ([12], 120, [2], 19, [5], 118, [4], 46; [4], 159, [5], 120, [2], 37, [5], 142, [14] p.)	1
199	7, [1], 14, [2], 144, 143-190, [6] p.	1
128	[16], 80, 80, 80, 64, 80, 110, [2] p.	1
16	[12] p., [1] leaf of plates	1
583	[40], 177, 188-189, [5], 199-262, 265-267, [5], 267-314, 317-431, [5], 433-528 p.	1
96	[8], 82, [6] p.	1
538	[6], 23, [19], 384, 55, 54-76, [38], 443, [7], 382, [18], 52, 117, [3] p., [2] folded leaves of plates	1
256	[8], 167, [1]; 77, [3] p.	1
334	[4], 329, [1] p.	1
582	[24], 546, [12] p.	1
40	[2], 3, [2], 4-34, [2] p.	1
512	[24], 128 p., 129-144 l., 145-292, 369-486, [2] p.	1
142	[16], 126 p.	1
64	[12], 48 p., [1] leaf of plates	1
60	[1], 16-74 p.	1
152	[4], 147, [1] p.	1
706	[24], 336, 353-672, p. 649, p. 648, [10] p.	1
20	8, 20 p.	1
798	[8], 674, [2] p., 57 leaves of plates (some folded)	1
674	[28], 643, [1] p., [1] plate	1
364	[16], 348 p.	1
213	2 v.([16], 179, [3], 191, [1] p., folded plate)	1
344	[8], lvi, [16], 262, [2] p.	1
146	[6], 139, [1] p.	1
16	61 [i.e. 16] p.	1
144	[8], 128, [8] p.	1
54	[14], 40 p.	1
166	[6], 160+ p.	1
120	[28], 88, [4] p.	1
312	[8], 288, 281-304 p.	1
260	[16], 128, 229-244, 145-216 p.	1
410	[44], 332, [8], p., [13] leaves of plates	1
100	[4], 94, [2] p.	1
170	[8], 112, 107-162 p.	1
356	[16], 205, [10], 116-163, [23], 178-211, [7], 211-216, [84] p.	1
398	[14], 264 [i.e. 364], [20] p.	1
755	[4], 734, [17] p.	1
234	[20], 203, [5], 168, 167-188, [6] p.	1
2	1 sheet ([2] p.	1
261	[12], 172 [i.e. 171], [13], 219, [17] p.	1
732	[12], 719, [1] p.	1
30	[2], 25, [3] p.	1
22	[2], 2, 19, [1] p.	1
240	[32], 192, [16] p.	1
160	[4], xi, [1], 128, [16] p.	1
4	[4+] p.	1
220	[12], 198, [10] p.	1
88	[24], 26, [38] p.	1
895	[34], 204, 281-444, 449-483, [1], 533-716, [144] p.	1
134	[32], 102 p.	1
86	[8], 77, 74-75, [1] p.	1
124	124 p.	1
352	[4], xxvii, [1], 315, [5] p.	1
282	[20], 167, 178-262 p.	1
52	46, [2] p., [1] leaf of plates	1
320	[8], 135, [1]; 176 p.	1
274	[34], 194, 185-232, [8] p.	1
96	29-124 p.	1
168	[12], 152, [4] p.	1
18	12, 11-18 p.	1
80	[36], 44 p.	1
209	[24], 24, 23-67, [9], 73-175, [1] p.	1
14	[2], 49-60 p.	1
619	[10], 79, 90-203, [19], 185-404, 369-575, [11] p., [1] leaf of plates	1
134	[8], 125, [1] p.	1
237	[22], 133 [i.e. 179], [36] p.	1
24	4, 24 p.	1
146	[2], 144 p.	1
124	[12], 76, 108 p., [2] leaves of plates	1
78	[10], 67, [1] p.	1
134	[10], 122, [2] p.	1
8	[2], 5, [1] p. ;4⁰.	1
148	[12], 132 p., [1] leaf of plates	1
172	[8], 163, [1] p.	1
160	[20], 138, [2] p.	1
122	[8], 114 p.	1
46	[4], 24, 33-39, [3] p.	1
124	[32], 88 p., [1] leaf of plates	1
36	29, [7] p.	1
52	[2], 22, 31-49 [1] p.	1
588	[24], 546, [14] p., [1] fold. leaf of plates	1
30	[6], 24 p.	1
448	[16], 432, [8] p. 4 leaves of plates	1
40	28, [12] p.	1
38	31, [7] p.	1
593	[22], 546 [20], 47, [1] p., [1] leaf of plates	1
180	[10], 4, [2], 5-9, [1], 10-16, [1], 17-20 [2], 21-23 [1], 24-25, [2], 26-27, [2], 28-30, [1], 31-32, [4], 35-36, [2], 37-40, [2], 41-44, [2], 45-48, [2], 49-54, [2], 55-59, [1], 60-62, [5], 65-67, [1], 68-70, [1], 71-125, 128-136 p.	1
348	[24], 323, [1] p.	1
184	[24], 151, [9] p.	1
22	[2], 19, 18-19, [1] p.	1
213	[36], 158, [2], 147, [13] p., [1] folded leaf of plates	1
31	[4], 14, 16-27 p.	1
42	[2], 14, 17-39, [1] p.	1
154	[4], 24, 23-150, p.	1
782	[4], 654, 665-680 p., [49] leaves of plates	1
52	[2], 4; [2], 34, 15-19, 19-21, 21-28, 33-43, [1] p.	1
10	7, [1] p., 1 folded leaf of plates	1
208	[8], 198, [2] p.	1
868	[48], 104, 109-181, 178-304, 303-404, 505-522, 445-603, [1], p. 604, [1], 605-696, 701-772, [42] p., [2] leaves of plates	1
539	[34], 176, 179-274, 279-470, 473-472, 485-500, [4], 37, [1] p.	1
448	[12], 428, 66, [8?] p.	1
598	[48], 176, 179-274, 279-500, [2]; [10], 37, [1] p.	1
10	7, [3], 2 p.	1
204	[8], 168, [2], 186, [8] p.	1
126	124, [2] p.	1
40	[6], 34, p.	1
536	[8], 212 p., [158] leaves of plates (3 folded)	1
96	[2], viii, 84, [2] p.	1
194	[8], 88, 91-186 p.	1
341	[4], 196, [6], 139, [3]; 128, [4] p.	1
542	[32], 96, 95-488, [22] p.	1
20	12, 11-14, 17-18, [2] p.	1
236	[24], 209, [3] p., [3] double leaves of plates	1
1278	[30], 1220, [28] p.	1
892	2 v. ([4], viii, 878, [2] p.)	1
344	[16], 325, [3] p.	1
60	[16], 43, [1] p.	1
102	[24], 77, [1] p.	1
1310	[52], 1207, 1246-1251, [3] p., [1] folded leaf of plates	1
104	[8], 81, [15] p.	1
34	12; 22 p.	1
150	[6], 143, [1] p.	1
328	[8], 320 [i.e. 318], [2] p.	1
893	[32], 204, 281-444, 449-483, [1], 533-716, [144] p.	1
535	[12], 211, [1], 241-520, [2], 360 p.	1
68	61, 60-68 p.	1
16	[2], 14, 4 p.	1
128	[8], 56, 49-119, [1] p.	1
512	[8], 171, [9], 200, 153-375, 384-427, [9], 235, [9], 114, [4], 117-238, [10], 172, [4], 5-22, [22] p. [5] leaves of plates	1
175	[18], 155, [1], 7, [1], 8 p.	1
428	[24], 232, 233-248 leaves, [4], 249-384, 369-376, 393-398, [2] p.	1
168	[32], 131, [1] p., [1] leaf of plates	1
1062	[16], cvi, [2], 889, [49] p.	1
92	[6], 72, [14] p.	1
288	[4], 280, [4] p.	1
294	[12], 244, [36], 64 p., folded plate	1
120	[2], 117, [1] p.	1
192	[36], 149, [7] p.	1
168	[4], 164 p.	1
45	[5], 2, 4-39, [1] p.	1
408	xxiii, [1], 377, [7] p.	1
502	[14], 483, [1] p., [2] leaves of plates	1
367	[2], 5-176, 167-181, [3], 173-356, [6]+ p.	1
358	[2], 352, [4], 132 p.	1
184	[4], 55, 54-180 p.	1
396	[16], 322, [22] p., [18] leaves of plates	1
180	[8], xl, 120, [8] p., [2] leaves of plates (1 folded)	1
230	[4], 225, [1] p.	1
288	[2], 142, 97-168, 215-286 p.	1
224	[16], 207, [1] p.	1
212	[4], 200, [8] p.	1
243	[16], 199, [3], 88, 81-223, [1] p.	1
190	[14], 169, [7] p.	1
424	[2], 422 p.	1
32	[16], 13, [3] p.	1
223	[2], 220, 182, 187-191, [1] p.	1
440	[16], 421, [3] p.	1
20	[2], 17 [i.e. 18] p.	1
60	[4], 56, 8, 8 p.	1
718	3 v. ([2], xxxv, [1], xiv, 158, 149-270, 196, [4]; [2], 304; 92, [4] p., [2] folded leaves of plates)	1
220	[16], 202, [2] p.	1
592	[8], 234, 237-361, p. 356, 361-583, [1] p.	1
208	[42], 163, [3] p.	1
218	[8], 204 p., [3] leaves of plates	1
246	[2], 48, 56, 59-90, [8], 91-190, 199-226, [2] p., [4] leaves of plates	1
162	[14], 131, [13], 88 p., [1] folded leaf of plates	1
144	[18], 70, 69-92, 95-124, [2] p.	1
692	[36], 655, [1] p.	1
842	[2], lii, [18], 276, 297-329, 331-349, 349-360, 357-391, 394-765, [1], 83, [3], vi, 137, [1] p.	1
464	[32], 424, [8] p.	1
6	[2] 4 p.	1
100	[2], 98 p.	1
233	[20], 16, 199, 201-204, [9] p.	1
76	[16], 60 p.	1
144	xxiii, [1], 120 p.	1
80	8, 33-51, 64-76 [i.e. 80]	1
44	[2], viii, 34 p.	1
290	[8], 272, 173-178, [6] p., [1] leaf of plates	1
384	[16], 347, [21] p.	1
426	[10], 215, [1]; 64, 49-198, [2] p.	1
40	[2], 34 [i.e. 38] p.	1
730	[16], 704, [10] p.	1
270	[8], 20, 257, 260-264 [i.e. 262] p.	1
348	[8], 339, [1] p.	1
15	[2], 8, [5] p.	1
48	[12], 28, [8] p.	1
9	[2], 6, [1] p.	1
583	[40], 177, 188-189, [5], 199-256 [i.e. 263], 266-267, [5], 267-314, 317-431, [5], 433-528 p.	1
60	[10], 49, [1] p.	1
396	[10], 268, [12], 96, 95-362, [12], 72, 75-102 p.	1
1452	[4], 624, 621-882, 882, 893-1290, 1287-1434, [14] p.	1
738	[8], 166, 159-162, 185-305, [1], 303-377, [1] p., 378-384 l., 385-456 p., [1], 458-460, [2], 461-464, [2] l., 465-535, 542-558, 561-610, 617-647, [1], 657-704, [16] p.	1
144	[46], 96, [2] p.	1
402	[22], 372, [8] p.	1
312	[12], 99, [7], 239, [11], 55, [7], 34 p., [18] plates (5 folded)	1
40	[4], 36, 33-36 p.	1
132	[6], 3-31, [1]; 94, [2] p.	1
133	32, 80, 39, [1], 46, [2], 30, [2]; 45, [3] p.	1
480	[40], xxiii, [1], 398, [18] p.	1
260	[32], 228 p.	1
NA	[4] p.4⁰.	1
727	[12], 691, [1], 56, 55-57, [17] p., [3] leaves of plates	1
5	[2], p. 1, p. 5, p. 1, p. 4, [2] p.	1
28	[10], 17, [1] p.	1
178	[14], 158, [2] p., [2] leaves of plates	1
290	[16], 270 p., [1] leaf of plates	1
170	[26], 142, 46, [2] p.	1
70	[2], 44, 49-68 p.	1
276	[4], 240, 141-156, 241-265, [7] p.	1
704	682, [22] p.	1
417	[10], 373, [34] p.	1
50	[2], 30, 41-46, [2] p.	1
92	[8], 84 p.	1
199	[4], 152, 149-184, [6], 46, 49-134, [2], 121, [3] p.	1
256	xvi, 238, [2] p.	1
295	[8], 274, [8], 47, [1] p., [1] leaf of plates	1
120	[8], 88, 97-112 p.	1
268	[30], 236, [2] p.	1
102	[22], 80 p.	1
132	[4], 120, [8] p.	1
174	[12], 162 p.	1
22	16, [6] p.	1
356	[40], 256, 258-268, 268-310, [2] p., [1] leaf of plates	1
4	25-28 p.	1
60	[4], 7-62 p.	1
547	[84], 276, 279-397, [1], 401-460, 91, [2], 92-122 p.	1
8	[1], 4, [3] p.	1
126	[2], 123, [1] p.	1
28	[2], 39-64 p.	1
76	72, [4] p.	1
12	[2], 5-13, [1] p.	1
90	[8], 77, [3] p., folded plate	1
354	[12], 87, p. 98, 91-239, 340-342 p.	1
70	[2], 5-71, [1] p.	1
208	[12], 196 p.	1
22	[2], 5-23, [1] p.	1
2	[1 sheet]	1
264	[84], 180 p.	1
272	[8], 250, [6], p., [4] leaves of plates	1
92	[2], 89, [1] p.	1
7	[2], 3, [1], p. 7, [1] p.	1
232	[6], 32, 49-112, 97-176, 193-219, [3] p., [1] leaf of plates	1
247	[12], 70, [4], 164, 31, [3], 41, [5], 35, [3], 30, 24, 23-30, [2], 38, [2], 37, [3], 38, [6], 32, [4], 24, [4], 38, [2], 34, [8], 80, [2], 34, [2], 37, [3], 22, 25-32, 23-29, [3], 85, [3], 34, [8], 154 p., [2] folded leaves of plates	1
379	[28], 114, 97-231, [1], 247-262, 271-348, [2] p.	1
120	[8], 109, [3] p.	1
28	[8], 16, [4] p.	1
56	[8], 45, [3] p.	1
40	[14], 24, [2] p.	1
242	[26], 214, [2] p.	1
268	[16], 248 p., [1] leaf of plates	1
342	[4], 318, [16] p., [1] leaf of plates	1
102	[12], 40, 45-90 p.	1
26	[4], 8, 7-22 p.	1
909	[12], 516, 515-543, [7], 557-642, 657-814, 813-848, 847-854, [32] p., [1] leaf of plates	1
60	[4], 12, 17-24, 23-38, 41-56 p.	1
120	[8], 110, [2] p.	1
42	[2], 6, 9-39, [1] p.	1
28	[4], 20 p., [1] folded leaf of plates	1
49	[4], 4, [4], 27, [5], 30, [6], 28 p.	1
150	[4], 146 p.	1
18	[2], 4, 7-15, [1] p.	1
26	[2], 24p.	1
794	[18], 747, [29] p.	1
292	[14], 192, 191-277. [1] p.	1
136	136 p.	1
8	8 [i.e. 7], [1] p.	1
